point_id,OBJECTID,accidents_on_segment,point_in_segment,lat,lon,cause,fatal,speed_limit,f85_kmh,percentage_over_speedlimit,road_class,land_use,safety_score_level,objects_detected_pct,<img>,image_url
A0582,22910,2,1,14.3117737,100.3934754,speeding,0,90,97.0,30,primary,RURAL,Stable,"road: 43%, streetlight: 6%, vegetation: 6%, lane marking: 1%, building: 1%, terrain: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0582.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0582.jpg
A0583,22910,2,2,14.3140478,100.3993656,speeding,0,90,97.0,30,primary,RURAL,Stable,"road: 45%, vegetation: 3%, streetlight: 2%, terrain: 2%, lane marking: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0583.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0583.jpg
A0584,17390,10,1,5.8217854,101.1028607,speeding,0,80,67.2,1,primary,RURAL,Stable,"road: 31%, vegetation: 23%, lane marking: 7%, terrain: 6%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0584.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0584.jpg
A0585,17390,10,2,6.0374856,101.1958985,speeding,0,80,67.2,1,primary,RURAL,Stable,"vegetation: 41%, road: 26%, terrain: 16%, lane marking: 11%, telephone pole: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0585.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0585.jpg
A0586,17479,5,1,8.1679391,99.6514985,cutting-in,0,60,103.0,100,trunk,URBAN,Monitor,"road: 40%, vegetation: 7%, lane marking: 4%, sidewalk: 2%, building: 2%, cistern: 1%, guardrail: 1%, fence: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0586.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0586.jpg
A0587,17479,5,2,8.1839056,99.6174279,speeding,0,60,103.0,100,trunk,URBAN,Monitor,"road: 42%, vegetation: 7%, terrain: 5%, streetlight: 1%, guardrail: 1%, fence: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0587.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0587.jpg
A0588,17164,5,1,16.8852707,99.1994445,speeding,1,90,107.0,50,trunk,URBAN,Critical,"road: 40%, vegetation: 5%, streetlight: 3%, building: 3%, sidewalk: 2%, lane marking: 1%, curb: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0588.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0588.jpg
A0589,17164,5,2,16.8836858,99.1323611,speeding,0,90,107.0,50,trunk,URBAN,Critical,"road: 38%, streetlight: 11%, lane marking: 7%, vegetation: 4%, utility pole: 4%, telephone pole: 2%, sidewalk: 2%, building: 2%, fence: 1%, curb: 1%, terrain: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0589.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0589.jpg
A0590,15269,12,1,12.6639846,102.0925444,speeding,0,70,74.5,26,primary,URBAN,Attention,"road: 36%, building: 14%, lane marking: 7%, vegetation: 6%, streetlight: 2%, sidewalk: 2%, terrain: 2%, curb: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0590.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0590.jpg
A0591,15269,12,2,12.6206844,102.10491,speeding,1,70,74.5,26,primary,URBAN,Attention,"road: 30%, lane marking: 8%, vegetation: 8%, sidewalk: 5%, building: 5%, utility pole: 3%, streetlight: 2%, curb: 2%, wall: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0591.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0591.jpg
A0592,34169,20,1,13.6742109,100.8383051,speeding,0,120,108.0,0,motorway,RURAL,Stable,"road: 41%, lane marking: 5%, vegetation: 5%, telephone pole: 3%, barrier: 2%, streetlight: 1%, guardrail: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0592.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0592.jpg
A0593,34169,20,2,13.6992967,100.8255391,speeding,0,120,108.0,0,motorway,RURAL,Stable,"road: 40%, lane marking: 5%, vegetation: 5%, terrain: 3%, streetlight: 1%, barrier: 1%, guardrail: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0593.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0593.jpg
A0594,36148,8,1,10.5955967,99.1298036,speeding,0,90,107.5,47,trunk,URBAN,Monitor,"road: 38%, vegetation: 8%, lane marking: 4%, terrain: 3%, telephone pole: 2%, building: 2%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0594.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0594.jpg
A0595,36148,8,2,10.5293099,99.1148838,speeding,0,90,107.5,47,trunk,URBAN,Monitor,"road: 37%, vegetation: 15%, lane marking: 6%, terrain: 5%, streetlight: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0595.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0595.jpg
A0596,17522,2,1,15.1818677,100.231761,speeding,0,90,116.0,72,trunk,RURAL,Monitor,"road: 40%, vegetation: 14%, lane marking: 3%, terrain: 2%, barrier: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0596.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0596.jpg
A0597,17522,2,2,15.1688954,100.24102,cutting-in,0,90,116.0,72,trunk,RURAL,Monitor,"road: 39%, vegetation: 9%, lane marking: 5%, terrain: 3%, streetlight: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0597.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0597.jpg
A0598,44375,2,1,16.1172844,100.198161,speeding,0,90,97.8,31,secondary,RURAL,Attention,"road: 36%, vegetation: 12%, lane marking: 6%, terrain: 3%, streetlight: 2%, utility pole: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0598.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0598.jpg
A0599,44375,2,2,16.088985,100.2828548,speeding,0,90,97.8,31,secondary,RURAL,Attention,"road: 33%, vegetation: 18%, lane marking: 11%, barrier: 4%, fence: 1%, curb: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0599.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0599.jpg
A0600,36446,2,1,13.7392848,100.6507516,speeding,0,80,68.0,0,secondary,URBAN,Monitor,"road: 35%, building: 14%, streetlight: 10%, lane marking: 5%, barrier: 4%, vegetation: 3%, curb: 2%, sidewalk: 2%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0600.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0600.jpg
A0601,36446,2,2,13.7393603,100.6504673,speeding,0,80,68.0,0,secondary,URBAN,Monitor,"road: 36%, building: 16%, streetlight: 6%, lane marking: 5%, barrier: 4%, vegetation: 3%, curb: 1%, sidewalk: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0601.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0601.jpg
A0602,36687,3,1,18.8581997,98.9969156,speeding,1,90,100.0,35,primary,URBAN,Attention,"road: 38%, streetlight: 8%, vegetation: 7%, terrain: 6%, lane marking: 3%, telephone pole: 1%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0602.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0602.jpg
A0603,36687,3,2,18.863811,98.9883792,speeding,0,90,100.0,35,primary,URBAN,Attention,"road: 36%, vegetation: 18%, terrain: 7%, lane marking: 4%, curb: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0603.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0603.jpg
A0604,35035,2,1,13.6731504,100.6066944,speeding,0,80,54.0,0,secondary,URBAN,Monitor,"overpass: 52%, road: 36%, bridge: 35%, vegetation: 2%, wall: 1%, curb: 1%, sidewalk: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0604.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0604.jpg
A0605,35035,2,2,13.6731504,100.6066944,speeding,1,80,54.0,0,secondary,URBAN,Monitor,"overpass: 52%, road: 36%, bridge: 35%, vegetation: 2%, wall: 1%, curb: 1%, sidewalk: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0605.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0605.jpg
A0606,16303,41,1,14.2525485,100.7616811,speeding,0,80,83.9,27,trunk,URBAN,Critical,"road: 34%, lane marking: 7%, vegetation: 5%, terrain: 3%, building: 2%, streetlight: 1%, guardrail: 1%, fence: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0606.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0606.jpg
A0607,16303,41,2,14.0103622,100.6152518,speeding,0,80,83.9,27,trunk,URBAN,Critical,"road: 40%, barrier: 5%, vegetation: 4%, lane marking: 3%, wall: 1%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0607.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0607.jpg
A0608,37570,2,1,16.5610875,98.6605056,speeding,0,90,66.0,0,secondary,RURAL,Monitor,"road: 37%, vegetation: 15%, lane marking: 6%, wall: 3%, telephone pole: 2%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0608.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0608.jpg
A0609,37570,2,2,16.5649889,98.6449622,speeding,0,90,66.0,0,secondary,RURAL,Monitor,"road: 35%, vegetation: 33%, lane marking: 6%, telephone pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0609.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0609.jpg
A0610,52812,2,1,13.7696593,102.3268982,cutting-in,0,90,101.0,40,secondary,URBAN,Monitor,"road: 34%, vegetation: 17%, streetlight: 12%, lane marking: 4%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0610.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0610.jpg
A0611,52812,2,2,13.7575543,102.3232528,speeding,0,90,101.0,40,secondary,URBAN,Monitor,"road: 43%, vegetation: 7%, lane marking: 3%, streetlight: 2%, terrain: 2%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0611.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0611.jpg
A0612,3342,2,1,13.2508153,99.825676,speeding,0,80,89.0,35,trunk,RURAL,Monitor,"road: 37%, vegetation: 27%, lane marking: 5%, terrain: 3%, barrier: 2%, guardrail: 2%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0612.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0612.jpg
A0613,3342,2,2,13.2531967,99.82513,speeding,0,80,89.0,35,trunk,RURAL,Monitor,"road: 38%, vegetation: 22%, streetlight: 11%, lane marking: 4%, terrain: 3%, barrier: 1%, guardrail: 1%, building: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0613.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0613.jpg
A0614,22185,2,1,17.6299825,100.1840016,speeding,0,90,89.0,13,primary,RURAL,Stable,"road: 35%, lane marking: 15%, vegetation: 14%, streetlight: 3%, barrier: 1%, curb: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0614.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0614.jpg
A0615,22185,2,2,17.6154766,100.1914729,speeding,0,90,89.0,13,primary,RURAL,Stable,"vegetation: 38%, road: 27%, streetlight: 9%, lane marking: 8%, beachball: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0615.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0615.jpg
A0616,35766,8,1,15.6010727,102.5609685,speeding,0,90,106.8,45,trunk,RURAL,Attention,"road: 37%, vegetation: 14%, lane marking: 4%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0616.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0616.jpg
A0617,35766,8,2,15.7720672,102.6066185,speeding,0,90,106.8,45,trunk,RURAL,Attention,"road: 35%, vegetation: 18%, terrain: 6%, lane marking: 5%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0617.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0617.jpg
A0618,31189,3,1,15.1184127,104.7019805,speeding,0,90,98.0,33,primary,RURAL,Stable,"road: 19%, lane marking: 16%, streetlight: 8%, vegetation: 5%, utility pole: 2%, building: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0618.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0618.jpg
A0619,31189,3,2,15.1268795,104.71874,speeding,0,90,98.0,33,primary,RURAL,Stable,"road: 33%, streetlight: 12%, vegetation: 12%, terrain: 6%, lane marking: 5%, barrier: 2%, pole: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0619.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0619.jpg
A0620,17464,7,1,8.9108277,99.2820793,speeding,0,85,78.1,23,trunk,RURAL,Attention,"road: 36%, vegetation: 17%, lane marking: 4%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0620.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0620.jpg
A0621,17464,7,2,8.9916837,99.1991736,speeding,0,85,78.1,23,trunk,RURAL,Attention,"road: 37%, vegetation: 16%, guardrail: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0621.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0621.jpg
A0622,51113,2,1,17.6238231,101.4402893,speeding,0,90,84.5,8,secondary,RURAL,Monitor,"road: 36%, vegetation: 13%, lane marking: 4%, terrain: 4%, streetlight: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0622.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0622.jpg
A0623,51113,2,2,17.6763913,101.4240968,speeding,0,90,84.5,8,secondary,RURAL,Monitor,"road: 27%, vegetation: 23%, lane marking: 8%, building: 2%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0623.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0623.jpg
A0624,36170,7,1,11.2833108,99.4451791,speeding,0,90,114.0,58,trunk,RURAL,Monitor,"road: 34%, vegetation: 10%, terrain: 8%, lane marking: 6%, guardrail: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0624.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0624.jpg
A0625,36170,7,2,11.3239444,99.4753929,speeding,0,90,114.0,58,trunk,RURAL,Monitor,"road: 34%, vegetation: 23%, streetlight: 5%, lane marking: 4%, terrain: 4%, building: 2%, guardrail: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0625.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0625.jpg
A0626,27078,6,1,6.6097483,101.2395997,speeding,0,80,85.0,23,primary,RURAL,Stable,"road: 37%, vegetation: 12%, lane marking: 6%, terrain: 4%, barrier: 2%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0626.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0626.jpg
A0627,27078,6,2,6.6240026,101.2348321,speeding,0,80,85.0,23,primary,RURAL,Stable,"road: 35%, vegetation: 14%, streetlight: 6%, lane marking: 5%, terrain: 3%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0627.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0627.jpg
A0628,54598,3,1,17.607945,103.9785346,speeding,1,80,40.0,0,secondary,URBAN,Critical,"road: 36%, vegetation: 27%, lane marking: 6%, streetlight: 2%, fence: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0628.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0628.jpg
A0629,54598,3,2,17.5902468,103.9796117,speeding,0,80,40.0,0,secondary,URBAN,Critical,"road: 35%, lane marking: 12%, building: 8%, streetlight: 5%, terrain: 4%, curb: 2%, sidewalk: 1%, vegetation: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0629.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0629.jpg
A0630,12983,5,1,14.9313204,102.0559563,speeding,0,90,104.0,45,trunk,URBAN,Monitor,"road: 40%, vegetation: 22%, streetlight: 17%, terrain: 5%, lane marking: 4%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0630.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0630.jpg
A0631,12983,5,2,14.9270632,102.058653,speeding,0,90,104.0,45,trunk,URBAN,Monitor,"road: 37%, vegetation: 37%, lane marking: 3%, fence: 2%, terrain: 2%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0631.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0631.jpg
A0632,41093,2,1,16.83991,99.7794843,speeding,0,90,93.5,23,secondary,RURAL,Monitor,"road: 34%, vegetation: 15%, lane marking: 9%, terrain: 5%, guardrail: 1%, fence: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0632.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0632.jpg
A0633,41093,2,2,16.9055295,99.759706,speeding,0,90,93.5,23,secondary,RURAL,Monitor,"road: 37%, lane marking: 11%, streetlight: 7%, vegetation: 4%, terrain: 4%, curb: 3%, barrier: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0633.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0633.jpg
A0634,16168,6,1,19.7034628,99.7189647,speeding,0,90,113.0,65,trunk,RURAL,Monitor,"road: 35%, vegetation: 23%, lane marking: 6%, streetlight: 4%, telephone pole: 3%, guardrail: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0634.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0634.jpg
A0635,16168,6,2,19.6786388,99.7283015,cutting-in,0,90,113.0,65,trunk,RURAL,Monitor,"road: 40%, vegetation: 20%, streetlight: 5%, lane marking: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0635.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0635.jpg
A0636,94,3,1,14.5248432,100.8884302,speeding,0,80,96.0,50,trunk,URBAN,Monitor,"road: 34%, vegetation: 6%, streetlight: 4%, barrier: 4%, lane marking: 3%, train: 1%, building: 1%, terrain: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0636.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0636.jpg
A0637,94,3,2,14.5072327,100.9086137,cutting-in,0,80,96.0,50,trunk,URBAN,Monitor,"road: 36%, vegetation: 11%, terrain: 7%, lane marking: 3%, streetlight: 2%, guardrail: 1%, fence: 1%, building: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0637.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0637.jpg
A0638,110,2,1,14.1688505,100.5915167,speeding,0,90,88.7,14,trunk,URBAN,Attention,"road: 39%, lane marking: 6%, barrier: 4%, vegetation: 4%, streetlight: 2%, telephone pole: 2%, guardrail: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0638.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0638.jpg
A0639,110,2,2,14.1446093,100.5464069,speeding,0,90,88.7,14,trunk,URBAN,Attention,"road: 38%, vegetation: 13%, lane marking: 5%, terrain: 3%, wall: 2%, barrier: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0639.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0639.jpg
A0640,33680,4,1,14.4415467,100.1196273,cutting-in,0,80,74.8,9,secondary,URBAN,Monitor,"road: 34%, lane marking: 12%, vegetation: 9%, streetlight: 8%, terrain: 4%, street sign: 2%, building: 2%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0640.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0640.jpg
A0641,33680,4,2,14.4613579,100.1154993,speeding,0,80,74.8,9,secondary,URBAN,Monitor,"road: 30%, lane marking: 19%, building: 11%, vegetation: 3%, streetlight: 1%, street sign: 1%, telephone pole: 1%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0641.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0641.jpg
A0642,54757,2,1,15.3181037,104.0586041,speeding,0,85,80.0,8,secondary,RURAL,Monitor,"road: 37%, terrain: 7%, vegetation: 6%, lane marking: 5%, streetlight: 3%, fence: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0642.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0642.jpg
A0643,54757,2,2,15.3057663,104.0800902,speeding,0,85,80.0,8,secondary,RURAL,Monitor,"road: 35%, vegetation: 31%, lane marking: 9%, terrain: 5%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0643.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0643.jpg
A0644,51792,3,1,16.6455372,101.9022846,speeding,0,80,50.0,0,secondary,RURAL,Monitor,"road: 35%, vegetation: 8%, lane marking: 5%, building: 3%, streetlight: 1%, wall: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0644.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0644.jpg
A0645,51792,3,2,16.6442684,101.9482989,speeding,0,80,50.0,0,secondary,RURAL,Monitor,"road: 35%, vegetation: 32%, lane marking: 7%, telephone pole: 3%, terrain: 2%, fence: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0645.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0645.jpg
A0646,30530,2,1,15.0153562,103.9719808,speeding,0,88,91.8,26,primary,RURAL,Stable,"road: 31%, lane marking: 25%, telephone pole: 4%, terrain: 4%, barrier: 3%, vegetation: 3%, curb: 2%, pole: 2%, utility pole: 2%, streetlight: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0646.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0646.jpg
A0647,30530,2,2,15.0150586,103.9702408,speeding,0,88,91.8,26,primary,RURAL,Stable,"road: 31%, terrain: 5%, lane marking: 3%, vegetation: 2%, telephone pole: 1%, sidewalk: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0647.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0647.jpg
A0648,34841,3,1,18.5681827,100.7423182,speeding,0,90,81.0,0,trunk,URBAN,Monitor,"road: 43%, vegetation: 4%, streetlight: 3%, building: 3%, telephone pole: 1%, lane marking: 1%, curb: 1%, terrain: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0648.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0648.jpg
A0649,34841,3,2,18.5982029,100.7446611,speeding,0,90,81.0,0,trunk,URBAN,Monitor,"road: 33%, vegetation: 13%, streetlight: 7%, lane marking: 3%, terrain: 3%, guardrail: 2%, curb: 1%, building: 1%, utility pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0649.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0649.jpg
A0650,54631,2,1,17.3962411,103.9855291,speeding,0,90,89.0,14,secondary,RURAL,Attention,"road: 32%, vegetation: 15%, streetlight: 12%, lane marking: 3%, building: 3%, terrain: 2%, pole: 1%",https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0650.jpg,https://cdn.jsdelivr.net/gh/IskandarHan/ADB@main/acc_thumbs/A0650.jpg
